BUSINESS_PARTNER,CREATE_LOCATION,BPGROUP,SEARCH_TERM1,SEARCH_TERM2,TITLE,NAME1,NAME2,NAME3,CITY,POSTALCODE,STREET1,STREET2,STREET3,COUNTRY,LANGUAGE,STATE,PHONE,FAX,EMAIL,TIMEZONE,WEBSITE,USERID,SCAC,TSA,TWIC,SW,RLP,CWID,IATA,TAXNUM,SHIPPERKNOWNSTATUS,KNOWNSHIPPERCODE,EXPIRATIONDATE,KNOWNFROMDATE,PICKUPHRSFROM,PICKUPHRSTO,DELIVERHRSFROM,DELIVERHRSTO,COMPANYCODE,COMPANYCODEREF,STATIONPO,STATIONSO,ACCOUNTWITHVENDOR,ACCOUNTWITHCUSTOMER,PAYMENTTERMS,COMMUNICATION_METHOD,CARR_TYPE,EVENT_TYPES,ACI_AIRPORT,ACI_ZONE,SPECIALINSTRUCTIONS,PDETERMINATION,IDTYPE,IDNUMBER,RELATIONSHIPCATEGORY,STANDARDRELATIONSHIP,PARTNERDETROLECODE,REVERSERELATIONSHIP,CARRIER,CUSTOMER,CONTACTPERSON,SALESREP,FIRMS,OVERSEASAGENT,CUSTOMBROKER,CUSTOMOFFICE,RELATIONSHIP (HAS INV PARTY),LookupSalesRep,LookupSalesCode,CWID_Merge,StationCodeIDMerge,BPID,Name1_Abbv,ACI_airport,ACIzone,LookupAP,LookupZone,state,TimezoneLookup
,X,TCUS,FOX VALLEY MOLDING,,0003,FOX VALLEY MOLDING,,,PLANO,60545,113 S CENTER STREET,Attn: Scott Dvork,,US,E,IL,,,,,,,,,,,,C539931,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539931,A17SAT,,Fox Valley Molding,,,,,IL,
,X,TCUS,EL GRANDE IND SA DE CV,,0003,EL GRANDE INDUSTRIAL SA DE CV,,,"APASEO EL GRANDE ,",38160,EL GRANDE INDUSTRIAL SA DE COVE,AV. ASOCIACION DE INDUSTRAILES,,MX,E,GUANAJUATO 38160,,,,,,,,,,,,C504761,,,US,,,,080000,180000,080000,180000,,,,,,,NT15,,,,,,,10034356,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C504761,A17SAT,10034356,EL GRANDE INDUSTRIAL S.A. DE C.V,,,,,GUANAJUATO 38160,
,X,TCUS,PORT OF HOUSTON AUTHORITY,,0003,PORT OF HOUSTON AUTHORITY,,,LA PORTE,77571,1515 EAST BARBOURS CUT BOULEVARD,BARBOURS CUT CONTAINER TERMINAL,,US,E,TX,,,,,,,,,,,,C421273,,,US,,,,,,,,,,,,,,NT15,,,,IAH,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C421273,,,PORT OF HOUSTON AUTHORITY,IAH,D,,,TX,
,X,TCUS,DEXPROM,,0003,DEXPROM,,,QUERETARO,,AVENIDA DEL MARQUES 37 PARQUE INDUSTRIAL,BERNARDO QUINTANA,,MX,E,QUERETARO,,,,,,,,,,,,C529571,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529571,,,DEXPROM,,,,,QUERETARO,
,X,TCUS,PLASTICOS PROMEX,,0003,PLASTICOS PROMEX,,,EL PASO,79935,1220 BARRANCA,Bldg 4-C,,US,E,TX,,,,,,,,,,,,C329993,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C329993,,,Plasticos Promex,,,,,TX,
,X,TCUS,FCTASSEMBLY,,0003,FCTASSEMBLY,,,GUADALUPE,,PARQUE LOGISTICO LOS LERMAS 67190,Bodega #118 FCTA Mexico.,,MX,E,NUEVO LEON,,,,,,,,,,,,C545113,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C545113,A17SAT,,FCTASSEMBLY,,,,,NUEVO LEON,
,X,TCUS,ECD HOUSTON,,0003,ECD HOUSTON,,,HOUSTON,77027,4747 WESTPARK,BRETT PROVENZANO,,US,E,TX,,,,,,,,,,,,C556131,,,US,,,,,,,,,,,,,,NT15,,,,IAH,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C556131,A17SAT,,ECD HOUSTON,IAH,C,,,TX,
,X,TCUS,CARVE AMER GRILLE,,0003,CARVE AMERICAN GRILLE,,,AUSTIN,,7415 SOUTHWEST PARKWAY BUILDING 1,Bruce Rampick/Bruce@inmotionbuilder,,US,E,TX,(954) 448-1488,,,,,,,,,,,C510601,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C510601,A17SAT,,Carve American Grille,,,,,TX,
,X,TCUS,SEMIOS USABAKERSFIELD,,0003,SEMIOS USABAKERSFIELD,,,BAKERSFIELD,93308,7125 MEANY AVENUE,Building A,,US,E,CA,,,,,,,,,,,,C545461,,,US,,,,,,,,,,,,,,NT15,,,,LAX,L,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C545461,A17SAT,,Semios USABakersfield,LAX,L,,,CA,
,X,TCUS,HYDRO PRECISION TUBING,,0003,HYDRO PRECISION TUBING,,,PHARR,78577,600 EAST MILITARY,BUILDING A,,US,E,TX,956 9602066,,,,,,,,,,,C563393,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C563393,A17SAT,,Hydro Precision Tubing,,,,,TX,
,X,TCUS,STELLANTIS MEXICO SA DE CV084758B,,0003,STELLANTIS MEXICO SA DE CV084758B,,,STA MONICA / SALTILLO,25300,SALTILLO TRUCK ASSEMBLY PLANT,Carr A Gral Cepeda 850 Parq In,,MX,E,Coahuila,,,,,,,,,,,,C540808,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C540808,A17SAT,,Stellantis Mexico S.A. De C.V.(084758B),,,,,Coahuila,
,X,TCUS,REPSTRONICS,,0003,REPSTRONICS,,,SAN JUAN OCOTAN ZAPOPAN,45019,WEST PARK GDL BOIDEGA 4,Carretera Guadalajara - Tepic,,MX,E,Jalisco,,,,,,,,,,,,C546460,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C546460,A17SAT,,REPSTRONICS,,,,,Jalisco,
,X,TCUS,NISSAN TOLUCA,,0003,NISSAN TOLUCA,,,TOLUCA,,ALMACEN DE REFACCIONES KM57,CARRETERA TOLUCA,,MX,E,EDO MEXICO,,,,,,,,,,,,C529198,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529198,A17SAT,,NISSAN TOLUCA,,,,,EDO MEXICO,
,X,TCUS,TECHFLEX,,0003,TECHFLEX,,,SPARTA,07871,104 DEMAREST ROAD,cassandra kosut,,US,E,NJ,973.940.3375,,,,,,,,,,,C508021,,,US,,,,,,,,,,,,,,NT15,,,,EWR,F,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C508021,A17SAT,,Techflex,EWR,F,,,NJ,
,X,TCUS,ELECTRICIDAD ÁGUILA DE TUXPAN S DE RL DE CV,,0003,ELECTRICIDAD ÁGUILA DE TUXPAN S DE RL DE CV,,,TUXPAN,92860,CARRETERA DE LOS KMS 155 INT,CCC TUXPAN II CONG CHILE FRIO,,MX,E,VERACRUZ,,,,,,,,,,,,C555755,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555755,A17SAT,,ELECTRICIDAD ÁGUILA DE TUXPAN S. DE R.L. DE C.V,,,,,VERACRUZ,
,X,TCUS,SEMIOS USA,,0003,SEMIOS USA,,,WENATCHEE,98801,421 NORTH WORTHEN STREET,Christopher Klinger 5096700323,,US,E,WA,,,,,,,,,,,,C547534,,,US,,,,,,,,,,,,,,NT15,,,,SEA,W,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C547534,A17SAT,,SEMIOS USA,SEA,W,,,WA,
,X,TCUS,USHECO,,0003,USHECO INC,,,KINGSTON,12401,138 MAPLE HILL DRIVE,cmarchetti@usheco.com,,US,E,NY,,,,,,,,,,,,C509531,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C509531,,,"Usheco, Inc",,,,,NY,
,X,TCUS,CHRYSLER/MOPAR MILWAUKEE PDC,,0003,CHRYSLER/MOPAR MILWAUKEE PDC,,,MILWAUKEE,53207,3280 SOUTH CLEMENT AVENUE,CNETER CIMS,,US,E,WI,509 00 00 03129,,,,,,,,,,,C538263,,,US,,,,080000,180000,080000,180000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C538263,A17SAT,,CHRYSLER/MOPAR MILWAUKEE PDC,,,,,WI,
,X,TCUS,MERCURY,,0003,MERCURY,,,COAHUILA DE ZARAGOZA,,BOULEVARD CÉSAR CANTÚ BENAVIDES PARQUE INDUSTRIAL,COAHUILA DE ZARAGOZA,,MX,E,COAHUILA DE ZARAGOZA,,,,,,,,,,,,C530759,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C530759,,,MERCURY,,,,,COAHUILA DE ZARAGOZA,
,X,TCUS,TROESA,,0003,TROESA,,,SALTILLO,,BOULEVARD LUIS ECHEVERRIA ALVAREZ 3585-A,"Col Centenario,",,MX,E,,,,,,,,,,,,,C538598,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C538598,A17SAT,,TROESA,,,,,,
,X,TCUS,GKN DRIVELINE CELAYA SA DE CV,,0003,GKN DRIVELINE CELAYA SA DE CV,,,VILLAGRAN,38260,CARR ALTERNA A VILLAGRAN KM11,COL EL PINTOR,,MX,E,GTO,,,,,,,,,,,,C455965,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C455965,,,GKN DRIVELINE CELAYA SA DE CV,,,,,GTO,
,X,TCUS,DURO MANU,,0003,DURO MANUFACTURING INC,,,MONTERREY,64530,PRIVADA PALMA 3009,"COL, LA MODERNA",,MX,E,NUEVO LEON,,,,,,,,,,,,C541855,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C541855,A17SAT,,DURO MANUFACTURING INC,,,,,NUEVO LEON,
,X,TCUS,CECIM,,0003,CECIM,,,JIUTEPEC,62578,CALLE 21 ESTE NO 205 BODEGA F,Col. Civac,,MX,E,MEXICO,,,,,,,,,,,,C554503,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C554503,A17SAT,,CECIM,,,,,MEXICO,
,X,TCUS,PENDA DURAKON,,0003,PENDA DURAKON,,,LERMA DE LERMA VILLADA,52000,AVENIDA SANTA ANA LOTE 19 Y 20 MZA,COLONIA PARQUE INDUSTRIAL,,MX,E,EDO MEXICO,,,,,,,,,,,,C527968,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C527968,,,PENDA DURAKON,,,,,EDO MEXICO,
,X,TCUS,INDUSTRIAS ZUBIRIA SA DE CV,,0003,INDUSTRIAS ZUBIRIA SA DE CV,,,TEOLYUCAN,54770,AVENIDA GRAN CANAL SIN NUMERO,Colonia Santa Maria Caliacac,,MX,E,MEXICO,,,,,,,,,,,,C553873,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C553873,A17SAT,,Industrias Zubiria SA DE CV,,,,,MEXICO,
,X,TCUS,DOG STYLE SA DE CV,,0003,DOG STYLE SA DE CV,,,LEON,37960,CARRETERA LEON – LAGOS DE MORENO 227 INT 1 Y 2,COLONIA: POTRERO DE LA CAJA,,MX,E,GUANAJUATO,,,,,,,,,,,,C547432,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C547432,A17SAT,,DOG STYLE SA DE CV,,,,,GUANAJUATO,
,X,TCUS,EP LOGISTICA DE MEXICO S DE RL DE CV,,0003,EP LOGISTICA DE MEXICO S DE RL DE CV,,,CHIHUAHUA,31136,ALEJANDRO DUMAS 11367,COMPLEJO INDUSTRIAL,,MX,E,CHIHUHUA,,,,,,,,,,,,C543058,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C543058,A17SAT,,EP LOGISTICA DE MEXICO S. DE R.L. DE CV,,,,,CHIHUHUA,
,X,TCUS,MERITEK ELEC,,0003,MERITEK ELECTRONICS,,,BALDWIN PARK,91706,5160 RIVERGRADE ROAD,Contact : Kenny Huynh / Adria,,US,E,CA,,,,,,,,,,,,C552544,,,US,,,,,,,,,,,,,,NT15,,,,LAX,B,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C552544,A17SAT,,Meritek Electronics,LAX,B,,,ca,
,X,TCUS,C/O PELLSI SKIN CO,,0003,C/O PELLSI SKIN CO LLC,,,PHARR,78577,500 CAPOTE CENTRAL SUITE 400,Contact: Pilar,,US,E,TX,956-502-2494,,,,,,,,,,,C529733,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529733,A17SAT,,c/o Pellsi Skin Co LLC,,,,,TX,
,X,TCUS,EMPIRE ELEC C/O PILOT FRT SVC,,0003,EMPIRE ELECTRONICS C/O PILOT FRT SVC,,,EL PASO,79936,1320 HENRY BRENNAN DRIVE,Contact: Salvador Perez,,US,E,TX,,,,,,,,,,,,C559111,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C559111,A17SAT,,EMPIRE ELECTRONICS C/O PILOT FRT SVC,,,,,TX,
,X,TCUS,ECOLAB - ROSCOE,,0003,ECOLAB - ROSCOE,,,ROSCOE,61073,5151 E ROCKTON ROAD,ctc 815 389 0423 Tania Shirley,,US,E,IL,,,,,,,,,,,,C461276,,,KS,1190301872,,20170310,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C461276,,,ECOLAB - ROSCOE,,,,,IL,
,X,TCUS,SUNWALK SUPERIOR SURFACES,,0003,SUNWALK SUPERIOR SURFACES,,,AVON,44011,38800 LEAR INDUSTRIAL PARKWAY,CTC Brian Morton tel,,US,E,OH,2694149569,,,,,,,,,,,C554648,,,US,,,,,,,,,,,,,,NT15,,,,CLE,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C554648,A17SAT,,SUNWALK SUPERIOR SURFACES,CLE,C,,,OH,
,X,TCUS,MEMBRANE SYSTEM SPECIELAIST,,0003,MEMBRANE SYSTEM SPECIELAIST INC,,,WISCONSIN RAPIDS,54494,7474 INTEGRITY WAY,ctc Dyan Woyak,,US,E,WI,,,,,,,,,,,,C555298,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555298,A17SAT,,Membrane System Specielaist Inc,,,,,WI,
,X,TCUS,SEMIOSBIO TECH,,0003,SEMIOSBIO TECHNOLOGIES INC,,,BURNABY,V5A 3H4,UNIT 204A 3430 BRIGHTON AVENUE,ctc Hilary Shabrazz,,CA,E,BC,604-229204,,,,,,,,,,,C544476,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C544476,A17SAT,,SemiosBIO Technologies Inc.,,,,,BC,
,X,TCUS,FRAVA PHARR,,0003,FRAVA PHARR,,,PHARR,78577,9008 GOLIAD DRIVE,CTC RIGO ECHAVARRIA,,US,E,TX,,,,,,,,,,,,C532378,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C532378,A17SAT,,FRAVA PHARR,,,,,TX,
,X,TCUS,ISG,,0003,ISG,,,HIDALGO,78557,2101 N 10TH STREET,CTC ULISES ROQUE,,US,E,TX,,,,,,,,,,,,C540850,,,US,,,,,,,,,,,,,,NT15,,,,MFE,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C540850,A17SAT,,ISG,MFE,A,,,TX,
,X,TCUS,ANIXTER RENO,,0003,ANIXTER RENO,,,RENO,89506,990 NORTH HILLS BLVD,CTC: MATTHEW SCHWARTZ,,US,E,NV,,,,,,,,,,,,C545429,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C545429,A17SAT,,ANIXTER RENO,,,,,NV,
,X,TCUS,NIRMAL SANGHA CARGO SOLUTION EXPRESS,,0003,NIRMAL SANGHA CARGO SOLUTION EXPRESS INC,,,FONTANA,92335,14587 VALLEY BLVD,CTC:Inderpreet Singh /90935016,,US,E,CA,,,,,,,,,,,,C532382,,,US,,,,,,,,,,,,,,NT15,,,,LAX,G,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C532382,A17SAT,,Nirmal Sangha Cargo Solution Express Inc,LAX,G,,,CA,
,X,TCUS,EMERGING POWER,,0003,EMERGING POWER,,,HACKENSACK,07601,200 HOLT STREET,ctc:Vmiller,,US,E,NJ,201336.9711,,,,,,,,,,,C539409,,,US,,,,,,,,,,,,,,NT15,,,,EWR,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539409,A17SAT,,Emerging Power,EWR,A,,,NJ,
,X,TCUS,ANIXTER ELP,,0003,ANIXTER ELP,,,EL PASO,79936,1435 EAST HENRY BRENNAN DRIVE H,ctcVictor Serna,,US,E,TX,915 860 6632,,,,,,,,,,,C534031,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C534031,A17SAT,,ANIXTER ELP,,,,,TX,
,X,TCUS,UNITED AIRLINES,,0003,UNITED AIRLINES,,,DENVER,80249,27000 EAST 75TH AVENUE,DANIELLE MINJAREZ,,US,E,CO,,,,,,,,,,,,C420530,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C420530,,,UNITED AIRLINES,,,,,CO,
,X,TCUS,MEIJER GEN MERCHANDISE,,0003,MEIJER GENERAL MERCHANDISE,,,TIPP CITY,45371,4220 SOUTH COUNTY ROAD 25A,DC-802,,US,E,OH,,,,,,,,,,,,C531430,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C531430,,,MEIJER General Merchandise,,,,,OH,
,X,TCUS,ADAMTECH,,0003,ADAMTECH,,,UNION,07083,909 RAHWAY AVENUE I,Dean Devito ext 1009,,US,E,NJ,908687500,,,,,,,,,,,C546037,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C546037,A17SAT,,ADAMTECH,,,,,NJ,
,X,TCUS,SMD,,0003,SMD INC,,,EL PASO,79906,11 FOUNDERS BOULEVARD SUITE 600,Debbie Seraphine,,US,E,TX,,,,,,,,,,,,C424231,,,US,,,,080000,160000,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C424231,,,SMD INC,,,,,TX,
,X,TCUS,SAURO,,0003,SAURO INC,,,AUSTIN,78728,1604 A BENCH MARK DRIVE,Derick/Tel:,,US,E,TX,+1 512 255 8420,,,,,,,,,,,C539327,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539327,A17SAT,,SAURO INC,,,,,TX,
,X,TCUS,TX OF CUSTOMS,,0003,TEXAS INC OF CUSTOMS INC,,,LAREDO,78045,14215 TRANSPORTATION AVENUE INTERAMERICA,Distribution Park,,US,E,TX,,,,,,,,,,,,C560586,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C560586,A17SAT,,Texas Inc O.F. Customs Inc,LRD,A,,,TX,
,X,TCUS,BOLANOS DIST,,0003,BOLANOS DISTRIBUTION,,,LAREDO,78045,8708 KILLAM IDUSTRIAL BOULEVARD,Dock# 59,,US,E,TX,,,,,,,,,,,,C549818,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C549818,A17SAT,,Bolanos Distribution,LRD,A,,,TX,
,X,TCUS,ELEVA CONTROLS,,0003,ELEVA CONTROLS,,,SACRAMENTO,95826,6150 WAREHOUSE WAY,EDUARDO KAPLAN/9164281708,,US,E,CA,,,,,,,,,,,,C561703,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C561703,A17SAT,,ELEVA CONTROLS,,,,,CA,
,X,TCUS,BZA LOG BARZA,,0003,BZA LOGISTICS BARZA,,,COLON,76295,CARRETERA ESTATAL QUERÉTARO 100,"El Colorado-Higuerillas"" 4200",,MX,E,QUERETARO,,,,,,,,,,,,C559681,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C559681,A17SAT,,BZA Logistics (Barza),,,,,QUERETARO,
,X,TCUS,INTEREXPRESS,,0003,INTEREXPRESS LLC,,,LAREDO,78045,11905 SARA DRIVE,EL Portal Industrial Park,,US,E,TX,,,,,,,,,,,,C539102,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539102,A17SAT,,Interexpress LLC,LRD,A,,,TX,
,X,TCUS,T&F SERVICE CO INC,,0003,THE T&F SERVICE CO INC,,,LAREDO,78045,8403 EL GATO ROAD,El Portal Industrial Park,,US,E,TX,,,,,,,,,,,,C556269,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C556269,A17SAT,,THE T&F SERVICE CO. INC.,LRD,A,,,TX,
,X,TCUS,ZF SUSP GUADALAJARA,,0003,ZF SUSP GUADALAJARA,,,EL SALTO,45680,KM 35 CARRTERA,EL SALTO L,,MX,E,JALISCO,,,,,,,,,,,,C563665,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C563665,A17SAT,,ZF SUSP GUADALAJARA,,,,,JALISCO,
,X,TCUS,CADENCE,,0003,CADENCE,,,STURGEON BAY,54235,1425 SOUTH NEENAH AVENUE,el. 920-743-6544 x4227,,US,E,WI,,,,,,,,,,,,C540861,,,US,,,,,,,,,,,,,,NT15,,,,GRB,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C540861,,,Cadence,GRB,D,,,WI,
,X,TCUS,LA BODEGA,,0003,LA BODEGA,,,BROWNSVILLE,78521,3484 BURTON DRIVE,Elias 956-52117433,,US,E,TX,,,,,,,,,,,,C555366,,,US,,,,,,,,,,,,,,NT15,,,,MFE,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555366,A17SAT,,LA BODEGA,MFE,C,,,TX,
,X,TCUS,WESTERN DIVERSIFIED PLASTICS,,0003,WESTERN DIVERSIFIED PLASTICS,,,MATTAWAN,49071,53150 NORTH MAIN STREET,,,US,E,MI,,,Ernestina.Calderon@Westerndp.c,,,,,,,,,C271170,,043807855,US,,,20221108,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C271170,,,WESTERN DIVERSIFIED PLASTICS,,,,,MI,
,X,TCUS,UNITED AIRLIRNES CARGO IAH,,0003,UNITED AIRLIRNES CARGO IAH,,,HOUSTON,77032,3230 PALLET ROAD,firm code S984,,US,E,TX,,,,,,,,,,,,C540854,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C540854,A17SAT,,United Airlirnes Cargo IAH,,,,,TX,
,X,TCUS,PINTO EXPRESS,,0003,PINTO EXPRESS INC,,,COMPTON,90220,1001 WEST WALNUT STREET,Firm Code W353,,US,E,CA,,,,,,,,,,,,C564036,,,US,,,,,,,,,,,,,,NT15,,,,LAX,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C564036,A17SAT,,Pinto Express Inc,LAX,A,,,CA,
,X,TCUS,SAINT GEORGE LOG,,0003,SAINT GEORGE LOGISTICS,,,PASADENA,77507,4035 UNDERWOOD ROAD SUITE,FIRM V209,,US,E,TX,,,,,,,,,,,,C541457,,,US,,,,,,,,,,,,,,NT15,,,,IAH,E,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C541457,A17SAT,,SAINT GEORGE LOGISTICS,IAH,E,,,TX,
,X,TCUS,STGEORGE LOG HOUSTON,,0003,STGEORGE LOGISTICS HOUSTON,,,PASADENA,77507,4035 UNDERWOOD,FIRMS Code:V209,,US,E,TX,,,,,,,,,,,,C539203,,,US,,,,,,,,,,,,,,NT15,,,,IAH,E,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539203,A17SAT,,ST.GEORGE LOGISTICS HOUSTON,IAH,E,,,TX,
